Word,Wdnum,ValMn,ValSD,AroMn,AroSD,DomMn,DomSD,Length
organ,1923,5.24,(1.57),4.54,(1.86),4.96,(1.75),5
organize,2931,6.57,(1.81),4.88,(2.35),6.56,(2.05),8
orgasm,920,8.32,(1.31),8.10,(1.45),6.83,(2.18),6
original,2932,6.23,(1.65),5.14,(2.00),5.69,(1.77),8
ornament,2933,6.06,(1.72),4.39,(2.16),5.31,(1.62),8
orphan,1924,2.29,(1.60),5.35,(1.82),3.87,(1.86),6
ounce,1925,5.50,(1.07),4.41,(1.94),4.97,(1.45),5
outdoors,521,7.47,(1.80),5.92,(2.55),6.27,(2.24),8
outgoing,2934,6.81,(1.91),5.77,(2.34),5.96,(2.12),8
outlet,1926,5.52,(1.53),3.97,(2.16),5.55,(1.92),6
outrage,921,3.52,(2.12),6.83,(2.26),5.26,(2.72),7
outspoken,2935,6.14,(1.81),5.58,(2.17),5.77,(2.17),9
outstanding,922,7.75,(1.75),6.24,(2.59),6.40,(2.29),11
oven,1927,5.71,(1.33),3.78,(1.76),5.41,(1.67),4
overcast,923,3.65,(1.61),3.46,(1.92),4.20,(1.79),8
overcome,2936,7.27,(1.82),5.93,(2.47),6.46,(2.34),8
overweight,1928,2.00,(1.21),5.52,(2.44),4.19,(2.77),10
overwhelmed,300,4.19,(2.61),7.00,(2.37),3.89,(2.58),11
owe,1929,3.25,(1.78),5.68,(2.16),3.07,(1.72),3
owl,522,5.80,(1.31),3.98,(1.87),5.82,(1.62),3
oxygen,2937,6.44,(1.92),4.38,(2.39),5.38,(2.02),6
pacify,1930,6.10,(1.73),4.23,(2.10),5.33,(2.01),6
packet,1931,4.69,(1.23),4.27,(2.25),4.73,(1.66),6
pact,1932,6.20,(1.30),5.20,(2.06),6.30,(1.39),4
pail,1933,5.04,(1.23),3.64,(1.87),5.43,(1.75),4
pain,301,2.13,(1.81),6.50,(2.49),3.71,(2.53),4
painful,2938,2.31,(1.65),5.76,(2.56),3.67,(2.38),7
paint,924,5.62,(1.72),4.10,(2.36),5.75,(1.71),5
painting,1934,6.59,(1.65),5.00,(2.04),5.81,(1.49),8
palace,302,7.19,(1.78),5.10,(2.75),5.69,(2.17),6
pale,1935,3.17,(1.47),3.50,(1.71),4.32,(1.22),4
pamphlet,925,4.79,(1.05),3.62,(2.02),4.63,(1.48),8
pan,1936,5.46,(1.23),4.54,(1.90),5.54,(1.45),3
pancakes,523,6.08,(1.83),4.06,(2.13),5.76,(1.61),8
pang,1937,4.27,(1.80),5.90,(2.14),4.48,(1.40),4
panic,601,3.12,(1.84),7.02,(2.02),3.20,(1.67),5
pant,1938,4.61,(1.64),5.14,(2.16),4.86,(2.01),4
pantry,1939,6.58,(1.69),4.57,(2.10),5.63,(2.16),6
pantyhose,1940,5.86,(1.78),5.07,(1.98),5.29,(1.86),9
paper,303,5.20,(1.21),2.50,(1.85),4.47,(1.67),5
paradise,304,8.72,(0.60),5.12,(3.38),6.03,(2.79),8
paragraph,2939,4.49,(1.60),3.69,(2.08),4.98,(1.90),9
paralysis,926,1.98,(1.44),4.73,(2.83),2.56,(1.82),9
paranoid,2940,2.83,(1.65),6.04,(2.42),3.29,(2.23),8
parasite,2941,2.29,(1.45),5.34,(2.52),3.45,(2.32),8
parch,1941,3.27,(1.78),4.72,(1.94),4.25,(1.96),5
parlor,1942,5.40,(1.28),3.83,(1.74),5.47,(1.11),6
parrot,1943,6.94,(1.61),5.37,(2.13),4.53,(2.03),6
part,927,5.11,(1.78),3.82,(2.24),4.75,(1.59),4
party,305,7.86,(1.83),6.69,(2.84),5.83,(2.46),5
partying,2942,6.95,(2.04),6.45,(2.32),5.58,(2.38),8
passage,928,5.28,(1.44),4.36,(2.13),5.02,(1.62),7
passion,306,8.03,(1.27),7.26,(2.57),6.13,(2.24),7
passive,1944,4.17,(1.97),3.69,(2.16),4.17,(2.27),7
passport,2943,5.83,(1.62),4.97,(2.33),5.91,(1.84),8
password,2944,5.04,(1.33),3.84,(2.03),5.89,(2.09),8
pasta,524,6.69,(1.64),4.94,(2.04),5.80,(1.47),5
pastry,1945,7.18,(1.83),5.79,(2.32),5.64,(2.04),6
patent,307,5.29,(1.08),3.50,(1.84),4.90,(1.79),6
path,1946,5.74,(1.32),4.84,(2.21),5.97,(1.68),4
pathetic,2945,3.04,(1.67),4.24,(2.07),4.24,(2.35),8
patience,2946,5.96,(1.68),3.78,(2.26),5.66,(2.07),8
patient,929,5.29,(1.89),4.21,(2.37),4.90,(2.31),7
patio,1947,5.83,(1.42),3.75,(2.07),5.21,(1.83),5
patriot,930,6.71,(1.69),5.17,(2.53),5.90,(1.54),7
patriotic,1948,6.62,(2.00),5.54,(2.23),6.35,(2.00),9
patriotism,1949,6.85,(1.94),5.56,(2.76),6.52,(2.23),10
pea,1950,5.26,(0.93),3.45,(2.05),5.39,(1.61),3
peace,308,7.72,(1.75),2.95,(2.55),5.45,(2.84),5
peaceful,1951,7.77,(1.28),2.87,(2.39),5.70,(1.93),8
peach,2947,6.30,(1.66),4.04,(2.27),5.48,(1.75),5
peanut,1952,5.56,(2.10),3.74,(2.18),5.11,(1.80),6
pear,1953,6.52,(1.65),3.96,(2.38),5.37,(1.92),4
pecan,1954,5.68,(1.72),4.04,(1.93),5.07,(1.49),5
pee,1955,5.41,(2.06),4.84,(2.22),6.06,(1.93),3
peep,1956,4.64,(1.95),4.71,(1.90),4.79,(1.85),4
penalty,931,2.83,(1.56),5.10,(2.31),3.95,(1.97),7
pencil,309,5.22,(0.68),3.14,(1.90),4.78,(1.73),6
penis,932,5.90,(1.72),5.54,(2.63),5.92,(2.54),5
penny,1957,5.06,(1.70),3.52,(1.88),5.06,(1.53),5
penthouse,933,6.81,(1.64),5.52,(2.49),6.52,(1.82),9
people,525,7.33,(1.70),5.94,(2.09),6.14,(2.02),6
perfect,2948,6.88,(2.18),5.83,(2.56),6.01,(2.38),7
perfection,310,7.25,(2.05),5.95,(2.73),6.71,(2.26),10
perfume,934,6.76,(1.48),5.05,(2.36),5.93,(1.69),7
period,1958,3.80,(1.65),4.30,(1.86),3.80,(1.86),6
perish,1959,2.90,(1.99),5.30,(2.49),3.20,(1.92),6
permanent,2949,4.82,(1.68),4.71,(1.74),4.92,(1.94),9
permit,1960,5.47,(2.20),5.08,(1.92),5.17,(2.38),6
perpetual,2950,4.73,(1.46),4.22,(1.78),4.78,(1.66),9
persistent,2951,5.51,(1.81),4.83,(2.24),5.98,(2.05),10
person,311,6.32,(1.74),4.19,(2.45),5.35,(2.02),6
personal,2952,5.61,(1.53),4.69,(2.01),5.41,(1.87),8
personality,1961,7.48,(1.50),5.88,(2.29),5.50,(2.34),11
pervert,312,2.79,(2.12),6.26,(2.61),4.72,(2.83),7
pessimism,1962,3.10,(2.15),4.74,(2.14),4.48,(2.00),9
pessimistic,2953,2.77,(1.75),4.03,(2.25),4.80,(2.37),11
pest,313,3.13,(1.82),5.62,(2.15),5.29,(2.13),4
pester,1963,2.77,(1.45),5.77,(2.13),4.60,(1.65),6
pet,935,6.79,(2.32),5.10,(2.59),5.85,(2.28),3
phase,936,5.17,(0.79),3.98,(1.82),4.65,(1.72),5
philosophy,2954,5.56,(1.82),4.18,(2.18),5.18,(1.80),10
phone,2955,5.64,(1.69),4.50,(2.05),5.42,(1.82),5
photo,1964,6.77,(1.50),5.63,(1.81),5.70,(1.21),5
photograph,2956,6.53,(1.73),5.35,(2.21),5.77,(1.78),10
photographer,2957,6.50,(1.66),5.09,(2.24),5.59,(1.71),12
physician,2958,5.83,(1.84),5.23,(2.08),4.79,(2.20),9
piano,2959,5.86,(1.66),4.20,(2.29),5.44,(1.89),5
picket,1965,4.97,(1.02),4.45,(1.84),5.55,(1.68),6
picnic,1966,7.07,(1.25),5.18,(2.16),5.93,(1.56),6
picture,2960,6.07,(1.46),4.77,(2.07),5.49,(1.70),7
pie,314,6.41,(1.89),4.20,(2.40),5.35,(1.78),3
pier,1967,6.61,(1.56),5.32,(2.48),5.71,(1.51),4
pierce,1968,4.35,(1.84),5.81,(2.18),4.97,(2.01),6
pig,937,5.07,(1.97),4.20,(2.42),5.34,(1.88),3
pigeon,1969,4.93,(2.06),4.92,(2.08),5.68,(2.04),6
pill,1970,4.81,(1.28),4.63,(1.71),5.13,(1.66),4
pillow,315,7.92,(1.40),2.97,(2.52),4.56,(2.17),6
pilot,1971,6.11,(1.62),5.07,(2.43),5.39,(2.50),5
pimp,2961,4.57,(2.35),4.67,(2.65),5.18,(2.44),4
pin,1972,4.50,(1.46),5.17,(1.82),4.77,(1.72),3
pinch,938,3.83,(1.70),4.59,(2.10),4.76,(1.73),5
pint,1973,5.41,(1.74),5.04,(1.73),5.18,(1.49),4
pipe,1974,5.52,(1.74),4.69,(2.00),5.66,(1.67),4
piss,2962,3.68,(1.93),4.42,(2.37),5.18,(2.12),4
pissed,2963,2.53,(1.65),6.01,(2.60),6.06,(2.33),6
pistol,939,4.20,(2.58),6.15,(2.19),5.05,(2.77),6
pity,940,3.37,(1.57),3.72,(2.02),4.12,(1.82),4
pizza,526,6.65,(2.23),5.24,(2.09),5.69,(1.90),5
plain,941,4.39,(1.46),3.52,(2.05),4.71,(1.68),5
plan,1975,6.47,(1.36),4.77,(2.49),6.55,(1.53),4
plane,539,6.43,(1.98),6.14,(2.39),4.78,(2.19),5
planet,1976,5.69,(1.60),4.34,(2.16),4.47,(1.54),6
plant,316,5.98,(1.83),3.62,(2.25),4.71,(2.12),5
plate,1977,5.30,(1.68),4.00,(1.89),5.55,(1.96),5
plausible,2964,5.63,(1.26),4.34,(1.87),5.33,(1.33),9
play,1978,8.10,(1.16),6.93,(1.80),6.97,(1.50),4
playful,2965,6.54,(1.95),5.63,(2.17),5.78,(1.77),7
playground,2966,7.13,(1.53),5.70,(2.14),5.68,(1.74),10
plaza,1979,5.59,(1.32),3.89,(1.93),5.21,(1.13),5
plea,1980,4.04,(1.57),5.11,(2.01),3.96,(2.47),4
plead,1981,3.74,(1.55),5.00,(2.13),4.06,(2.08),5
pleased,1982,7.79,(1.75),5.68,(2.63),6.29,(2.03),7
pleasure,317,8.28,(0.92),5.74,(2.81),6.15,(2.31),8
pledge,1983,5.62,(1.65),4.92,(2.10),4.50,(2.20),6
plod,1984,4.74,(1.09),3.80,(1.81),4.77,(1.50),4
poach,1985,3.76,(1.41),5.24,(1.84),4.59,(1.72),5
pocket,2967,5.17,(1.21),3.70,(1.93),5.69,(1.47),6
podium,2968,5.35,(1.66),4.71,(2.16),5.69,(2.00),6
poem,1986,6.48,(1.94),4.59,(2.37),5.34,(1.65),4
poet,1987,6.46,(1.55),4.67,(2.37),4.81,(1.71),4
poetry,318,5.86,(1.91),4.00,(2.85),5.31,(1.81),6
poise,1988,6.90,(1.60),5.33,(2.04),6.63,(1.63),5
poison,319,1.98,(1.44),6.05,(2.82),3.10,(2.44),6
poisonous,2969,2.25,(1.55),5.62,(2.48),3.81,(2.34),9
poker,1989,6.31,(1.85),5.64,(2.13),5.46,(1.29),5
pole,1990,5.13,(0.72),4.35,(1.33),5.32,(1.22),4
police,1991,4.17,(2.15),6.27,(2.13),3.30,(1.97),6
policy,1992,4.50,(1.55),4.30,(2.00),4.03,(1.81),6
polite,2970,6.36,(1.76),4.27,(1.95),5.81,(1.80),6
politeness,320,7.18,(1.50),3.74,(2.37),5.74,(1.70),10
politics,1993,3.97,(1.88),5.48,(2.10),4.00,(2.15),8
pollen,1994,3.31,(1.57),4.69,(2.22),3.91,(1.65),6
pollute,321,1.85,(1.11),6.08,(2.42),4.92,(2.51),7
pollution,1995,2.43,(1.79),5.77,(2.37),3.66,(2.36),9
pompous,2971,4.76,(2.04),4.35,(2.00),5.58,(2.09),7
pond,1996,6.14,(1.51),4.10,(2.14),5.38,(1.59),4
pony,1997,6.00,(1.74),5.07,(2.00),5.29,(1.49),4
pool,1998,7.70,(1.37),5.90,(2.52),5.93,(2.10),4
poor,1999,2.28,(1.73),5.21,(2.86),2.68,(2.39),4
popcorn,2000,6.93,(1.61),4.89,(2.06),5.42,(1.33),7
porch,2001,6.14,(1.53),3.82,(2.21),5.39,(1.29),5
pork,2002,6.20,(1.73),4.77,(2.47),5.30,(1.78),4
porpoise,2003,5.93,(1.34),4.37,(1.88),5.07,(1.41),8
position,2004,5.74,(1.18),5.10,(2.29),6.13,(1.61),8
positive,2005,8.07,(1.10),5.57,(2.18),6.19,(1.83),8
poster,942,5.34,(1.75),3.93,(2.56),4.91,(1.87),6
postman,2972,5.41,(1.42),3.96,(2.02),5.06,(1.27),7
potato,2973,5.35,(1.78),3.69,(2.18),5.18,(1.93),6
potential,2006,7.00,(1.83),5.93,(2.39),6.50,(2.29),9
pout,2007,2.83,(1.86),5.07,(1.75),4.10,(2.06),4
poverty,322,1.67,(0.90),4.87,(2.66),3.21,(2.21),7
power,323,6.54,(2.21),6.67,(1.87),7.28,(2.35),5
powerful,324,6.84,(1.80),5.83,(2.69),7.19,(2.52),8
practical,2974,6.06,(1.73),3.94,(1.93),5.86,(1.92),9
prairie,325,5.75,(1.43),3.41,(2.17),4.62,(2.13),7
praise,2008,7.24,(1.88),6.28,(2.07),6.59,(2.29),6
pray,2009,6.23,(2.01),4.57,(2.25),5.40,(2.28),4
prayer,2010,6.24,(2.34),5.14,(2.52),5.64,(2.48),6
preach,2011,5.41,(2.44),5.89,(2.36),4.31,(2.24),6
precious,2975,6.62,(1.66),5.27,(2.12),5.47,(1.58),8
precise,2976,6.29,(1.58),4.34,(2.14),6.15,(1.93),7
predator,2977,2.93,(1.83),5.48,(2.54),4.29,(2.60),8
predict,2978,5.78,(1.42),4.95,(1.98),5.30,(1.69),7
prefer,2012,6.00,(1.86),4.50,(1.78),5.47,(1.55),6
pregnant,2013,4.30,(2.69),6.37,(2.86),4.11,(2.74),8
prejudice,2979,2.98,(1.70),5.17,(2.17),4.85,(2.24),9
prejudiced,2980,2.94,(1.84),4.61,(2.32),4.71,(2.46),10
preliminary,2981,4.96,(1.34),4.46,(2.05),4.86,(1.45),11
preoccupied,2014,4.03,(1.82),4.93,(1.96),4.31,(2.14),11
present,943,6.95,(1.85),5.12,(2.39),5.83,(1.78),7
president,2015,5.20,(2.17),5.63,(2.14),4.77,(2.60),9
press,2016,4.81,(0.93),4.61,(1.82),4.58,(1.20),5
pressure,944,3.38,(1.61),6.07,(2.26),3.45,(2.07),8
prestige,945,7.26,(1.90),5.86,(2.08),6.90,(1.96),8
pretty,326,7.75,(1.26),6.03,(2.22),5.50,(1.97),6
previous,2982,4.97,(1.07),3.86,(1.81),4.92,(1.34),8
price,2017,3.83,(1.26),4.87,(1.91),4.10,(2.01),5
prick,946,3.98,(1.73),4.70,(2.59),4.47,(1.88),5
pride,327,7.00,(2.11),5.83,(2.48),7.06,(2.15),5
priest,328,6.42,(2.00),4.41,(2.71),4.88,(2.07),6
prince,2018,7.03,(1.71),6.07,(2.19),5.59,(2.34),6
princess,2019,7.08,(1.66),5.46,(2.22),6.32,(2.07),8
prison,329,2.05,(1.34),5.70,(2.56),4.20,(2.58),6
prisoner,2983,3.21,(1.56),4.80,(2.22),4.23,(2.55),8
privacy,330,5.88,(1.50),4.12,(1.83),5.66,(1.78),7
private,2984,5.43,(1.48),4.65,(2.04),5.93,(1.79),7
prize,2985,7.17,(1.71),6.03,(2.48),5.51,(1.97),5
problem,2020,2.74,(1.61),5.81,(2.22),4.04,(2.53),7
procedure,2021,4.55,(1.66),4.68,(2.13),4.71,(1.72),9
professional,2986,6.56,(1.61),4.82,(2.14),6.27,(1.99),12
profit,331,7.63,(1.30),6.68,(1.78),5.85,(2.47),6
profitable,2987,7.10,(1.57),5.79,(2.10),6.27,(2.06),10
progress,947,7.73,(1.34),6.02,(2.58),6.76,(2.05),8
prohibit,2988,3.54,(1.47),4.43,(2.11),4.35,(2.18),8
promotion,332,8.20,(1.15),6.44,(2.58),6.79,(2.28),9
propeller,2022,5.43,(1.55),4.43,(2.70),5.33,(1.24),9
proper,2023,5.93,(2.02),3.56,(1.60),5.04,(2.19),6
prose,2024,5.56,(1.28),4.41,(1.80),5.26,(1.35),5
prosper,2989,7.39,(1.74),5.72,(2.52),6.59,(2.20),7
prosperity,2990,7.18,(1.79),5.33,(2.46),6.12,(2.32),10
prosperous,2991,7.46,(2.00),6.11,(2.11),6.13,(2.47),10
prostitute,2025,4.24,(2.49),5.60,(2.27),5.64,(1.93),10
protect,2992,6.69,(1.71),5.30,(2.18),6.02,(2.30),7
protected,333,7.29,(1.79),4.09,(2.77),5.80,(2.54),9
proud,334,8.03,(1.56),5.56,(3.01),6.74,(2.73),5
prude,2993,3.68,(1.55),4.05,(1.89),5.02,(2.15),5
prudent,2994,4.82,(1.66),4.09,(1.79),5.28,(1.61),7
pry,2026,3.47,(1.48),5.03,(2.30),4.33,(1.99),3
psycho,2995,2.83,(1.99),5.46,(2.55),4.36,(2.55),6
pub,2027,6.35,(1.92),5.48,(2.20),6.19,(1.66),3
puddle,2028,5.07,(1.65),4.14,(1.82),4.68,(1.87),6
puke,2996,2.09,(1.61),5.26,(2.69),3.51,(2.32),4
pull,2997,4.94,(1.21),4.03,(2.03),5.58,(1.82),4
pulp,2029,5.00,(2.27),4.03,(1.90),5.00,(1.46),4
pulpit,2030,5.45,(1.45),4.11,(1.87),5.11,(0.92),6
pun,2031,6.20,(1.67),4.60,(1.98),5.27,(1.41),3
pungent,948,3.95,(2.09),4.24,(2.17),4.78,(1.52),7
punish,2032,1.92,(1.06),6.69,(2.22),2.65,(2.08),6
punishment,335,2.22,(1.41),5.93,(2.40),3.50,(2.43),10
punk,2033,4.37,(2.20),4.59,(2.31),5.23,(2.45),4
puppy,336,7.56,(1.90),5.85,(2.78),5.51,(2.39),5
purify,2034,6.63,(1.63),4.90,(2.11),5.63,(1.00),6
pus,602,2.86,(1.91),4.82,(2.06),4.35,(1.82),3
pushy,2035,3.30,(1.70),6.00,(1.76),3.73,(2.10),5
putrid,337,2.38,(1.71),5.74,(2.26),4.89,(2.09),6
python,949,4.05,(2.48),6.18,(2.25),4.52,(2.56),6
quality,950,6.25,(1.59),4.48,(2.12),5.64,(1.59),7
quarrel,338,2.93,(2.06),6.29,(2.56),4.02,(2.16),7
quart,951,5.39,(2.01),3.59,(2.51),5.20,(1.86),5
queen,952,6.44,(1.43),4.76,(2.18),5.49,(2.12),5
quench,2036,5.52,(1.86),3.93,(1.65),5.71,(1.76),6
question,2998,5.16,(1.54),4.68,(2.01),5.41,(1.63),8
quick,953,6.64,(1.61),6.57,(1.78),6.57,(1.91),5
quiet,339,5.58,(1.83),2.82,(2.13),4.42,(2.30),5
quilt,2037,6.38,(1.76),4.31,(1.85),5.48,(1.53),5
quit,2038,2.46,(1.40),4.82,(2.52),3.64,(2.45),4
rabbit,527,6.57,(1.92),4.02,(2.19),6.08,(1.72),6
rabies,340,1.77,(0.97),6.10,(2.62),3.85,(2.34),6
race,2039,6.07,(2.00),5.43,(2.47),5.17,(1.98),4
rack,2040,6.19,(1.78),5.15,(2.92),5.37,(1.82),4
radar,2041,4.54,(1.79),5.57,(2.01),4.64,(1.37),5
radiant,954,6.73,(2.17),5.39,(2.82),5.61,(2.17),7
radiator,955,4.67,(1.05),4.02,(1.94),4.81,(1.38),8
radio,341,6.73,(1.47),4.78,(2.82),5.28,(1.85),5
raft,2042,5.72,(1.13),5.04,(2.08),4.89,(1.23),4
rag,2043,3.70,(1.51),3.70,(2.11),4.22,(2.17),3
rage,342,2.41,(1.86),8.17,(1.40),5.68,(3.01),4
raid,2999,4.02,(1.74),5.08,(2.37),4.93,(2.11),4
railroad,3000,5.09,(1.30),3.56,(1.96),5.44,(1.67),8
rain,569,5.08,(2.51),3.65,(2.35),4.78,(1.68),4
rainbow,343,8.14,(1.23),4.64,(2.88),4.72,(2.37),7
raise,2044,6.67,(1.99),5.63,(2.37),5.77,(1.76),5
rally,2045,6.23,(1.79),6.50,(2.06),5.57,(1.81),5
ramble,2046,4.23,(1.87),4.53,(2.36),4.47,(1.74),6
rancid,956,4.34,(2.28),5.04,(2.27),4.59,(1.86),6
randy,2047,5.77,(1.28),4.71,(2.16),5.13,(1.94),5
rape,344,1.25,(0.91),6.81,(3.17),2.97,(2.94),4
rapid,3001,5.79,(1.74),6.17,(2.24),5.38,(1.71),5
rare,3002,6.16,(1.89),5.44,(2.31),5.44,(2.12),4
rash,2048,2.54,(1.79),5.43,(2.28),3.68,(2.18),4
rat,345,3.02,(1.66),4.95,(2.36),4.55,(2.14),3
rational,3003,6.07,(1.44),3.75,(1.90),6.21,(1.87),8
rattle,346,5.03,(1.23),4.36,(2.18),4.17,(1.56),6
rattlesnake,3004,3.17,(2.22),6.11,(2.63),3.78,(2.27),11
raw,2049,4.32,(1.68),5.04,(2.16),5.22,(1.50),3
razor,957,4.81,(2.16),5.36,(2.44),4.91,(1.95),5
react,2050,5.63,(1.00),5.87,(1.74),5.53,(1.74),5
read,3005,5.58,(1.93),3.64,(2.31),5.39,(2.42),4
ready,2051,6.23,(1.26),5.23,(2.00),6.55,(1.79),5
real,3006,6.46,(1.76),4.82,(2.40),6.18,(2.17),4
realize,2052,6.25,(1.43),5.26,(1.97),5.30,(1.98),7
reap,2053,5.50,(2.01),4.89,(1.91),5.43,(1.93),4
rebellious,3007,4.86,(2.11),5.82,(2.52),6.28,(2.15),10
rebuff,2054,5.00,(1.97),4.64,(2.37),4.86,(1.69),6
recede,2055,4.19,(1.02),4.08,(1.76),4.62,(1.17),6
recipe,2056,6.70,(1.53),5.60,(1.87),6.10,(1.40),6
reckless,3008,4.37,(2.07),5.74,(2.39),5.22,(2.30),8
recognize,3009,6.29,(1.39),4.84,(2.18),5.87,(1.60),9
recommend,3010,6.60,(1.62),4.80,(2.19),6.03,(1.98),9
rectangle,3011,4.99,(0.95),3.49,(1.91),5.22,(1.33),9
red,570,6.41,(1.61),5.29,(2.04),5.78,(1.59),3
redeem,2057,7.47,(1.28),5.43,(2.11),6.20,(1.52),6
reef,2058,6.97,(1.72),5.52,(2.38),4.97,(1.76),4
refine,2059,5.50,(1.41),4.48,(1.70),5.71,(1.78),6
reflection,2060,5.97,(1.83),4.38,(2.01),6.10,(1.70),10
refreshment,347,7.44,(1.29),4.45,(2.70),5.00,(1.92),11
refrigerator,2061,6.14,(1.27),4.66,(1.78),6.28,(1.79),12
refugee,2062,3.65,(1.44),5.04,(2.01),3.69,(2.43),7
refuse,3012,3.69,(1.61),4.44,(2.02),5.81,(2.44),6
refute,2063,4.57,(1.65),5.07,(2.05),4.90,(1.54),6
regime,2064,4.88,(1.45),4.88,(1.96),4.97,(2.19),6
regret,2065,2.26,(1.44),5.67,(2.17),3.23,(1.65),6
regretful,348,2.28,(1.42),5.74,(2.32),3.43,(2.52),9
reign,2066,5.82,(1.74),4.93,(2.34),6.57,(2.28),5
rejected,349,1.50,(1.09),6.37,(2.56),2.72,(2.58),8
rejection,2067,1.77,(1.22),6.00,(2.48),2.17,(1.49),9
rejoice,3013,7.62,(1.55),6.22,(2.37),6.28,(1.95),7
relate,2068,6.04,(1.70),4.33,(2.50),5.41,(1.58),6
relax,2069,7.87,(1.70),2.47,(2.00),6.37,(2.75),5
relaxed,350,7.00,(1.77),2.39,(2.13),5.55,(1.90),7
relent,2070,4.30,(1.27),4.74,(1.83),4.15,(1.88),6
reliable,3014,6.86,(1.73),4.02,(2.32),6.56,(2.06),8
relic,2071,5.76,(1.23),5.16,(1.82),5.84,(1.49),5
relief,2072,6.81,(1.78),4.17,(1.97),5.60,(1.79),6
religion,2073,5.07,(2.21),5.85,(1.79),5.30,(2.43),8
rely,2074,5.27,(1.17),4.66,(2.02),4.38,(2.29),4
remember,3015,6.48,(1.70),4.97,(2.29),5.74,(2.14),8
remorse,2075,2.48,(1.55),5.66,(2.26),3.31,(2.19),7
remove,2076,4.13,(1.59),4.73,(2.00),4.70,(1.76),6
render,2077,4.50,(1.33),4.65,(1.83),4.85,(1.67),6
rent,2078,4.16,(1.21),5.04,(1.10),4.76,(1.88),4
repay,3016,5.13,(1.68),4.57,(1.83),5.35,(1.75),5
repent,2079,4.93,(2.39),5.11,(2.67),4.21,(2.59),6
repentant,351,5.53,(1.86),4.69,(1.98),5.42,(2.06),9
report,2080,4.11,(1.75),4.18,(2.61),4.29,(2.12),6
reptile,958,4.77,(2.00),5.18,(2.19),4.77,(2.02),7
repulsed,2081,2.48,(1.60),5.93,(2.07),4.10,(1.72),8
repulsive,3017,2.86,(1.70),4.84,(2.33),4.76,(2.10),9
rescue,352,7.70,(1.24),6.53,(2.56),6.45,(2.29),6
resent,959,3.76,(1.90),4.47,(2.12),4.46,(2.09),6
reserved,353,4.88,(1.83),3.27,(2.05),4.30,(1.93),8
resign,2082,3.47,(1.63),4.21,(2.10),4.57,(1.73),6
resist,2083,5.13,(1.76),5.35,(1.78),5.80,(1.65),6
resolve,3018,6.76,(1.60),5.29,(2.27),6.10,(1.86),7
respect,354,7.64,(1.29),5.19,(2.39),6.89,(2.11),7
respectful,355,7.22,(1.27),4.60,(2.67),5.67,(2.38),10
response,2084,5.67,(1.14),5.00,(1.94),4.96,(1.83),8
responsible,3019,6.60,(1.70),4.50,(2.35),6.22,(2.20),11
restaurant,960,6.76,(1.85),5.41,(2.55),5.73,(1.41),10
restless,3020,3.44,(1.60),5.10,(2.39),4.40,(2.16),8
retain,2085,5.38,(1.66),4.57,(2.25),5.79,(1.93),6
retard,2086,2.89,(2.08),4.96,(2.19),3.43,(1.91),6
retire,2087,6.37,(2.51),4.70,(2.63),6.22,(2.44),6
retreat,2088,4.50,(1.68),4.43,(2.05),4.60,(2.18),7
reunion,961,6.48,(2.45),6.34,(2.35),5.64,(1.95),7
reveal,2089,6.29,(1.98),6.32,(2.04),5.21,(1.91),6
revere,2090,5.45,(2.05),4.29,(2.09),5.04,(1.79),6
reverent,356,5.35,(1.21),4.00,(1.60),4.67,(1.68),8
revert,2091,4.53,(1.61),4.73,(1.74),4.23,(1.98),6
revise,2092,4.33,(1.75),4.67,(1.79),4.93,(1.83),6
revitalize,3021,6.90,(1.56),5.23,(2.34),5.91,(1.80),10
revive,2093,6.68,(1.95),5.54,(2.43),5.58,(2.15),6
revolt,357,4.13,(1.78),6.56,(2.34),6.18,(2.11),6
revolver,962,4.02,(2.44),5.55,(2.39),4.39,(2.47),8
reward,358,7.53,(1.67),4.95,(2.62),6.00,(2.14),6
rhythm,2094,7.06,(1.63),5.73,(2.07),6.23,(1.76),6
rich,2095,7.17,(2.20),5.80,(2.59),6.57,(1.79),4
riches,359,7.70,(1.95),6.17,(2.70),6.74,(2.43),6
riddle,2096,5.93,(1.34),5.20,(1.77),4.90,(1.65),6
ridicule,360,3.13,(2.24),5.83,(2.73),3.87,(2.70),8
ridiculous,3022,4.93,(2.07),5.12,(2.08),5.03,(1.75),10
rifle,603,4.02,(2.76),6.35,(2.04),4.16,(2.71),5
right,2097,6.45,(1.55),4.79,(2.18),6.38,(1.78),5
rigid,963,3.66,(2.12),4.66,(2.47),4.61,(2.04),5
rigor,2098,4.96,(1.82),5.57,(2.50),5.18,(2.13),5
ring,2099,6.33,(1.58),5.37,(2.17),4.73,(1.74),4
rink,2100,5.70,(1.66),4.33,(2.06),5.73,(1.76),4
riot,361,2.96,(1.93),6.39,(2.63),4.18,(2.47),4
risk,2101,4.64,(2.04),6.54,(2.12),3.82,(2.23),4
river,362,6.85,(1.69),4.51,(2.42),5.10,(1.86),5
roach,363,2.35,(1.70),6.64,(2.64),4.82,(2.94),5
road,2102,5.53,(1.28),4.90,(1.65),5.33,(1.88),4
roast,2103,5.80,(1.71),5.10,(2.14),5.93,(1.39),5
rob,2104,2.80,(1.67),6.40,(2.59),2.80,(1.81),3
robber,964,2.61,(1.69),5.62,(2.72),3.62,(2.38),6
